id	filename	md5	size	state
05ecca3e-5b6e-4483-990b-c3f076b148b4	TCGA-44-8117-01A-01-BS1.6f0d2b4e-04d2-4f3c-804b-e9b311d55d4e.svs	e92701e02647cb1892e6c73bc4d5f105	442369317	live
061aea9f-7b32-4bed-8511-02c2a196fa46	TCGA-86-8073-01A-01-BS1.69853b5d-bcc8-43b2-8ed2-557fbfcd0441.svs	68f83bd2f7d3eb2c4649c158328e19a2	971552689	live
0655cada-d9a8-416a-b4d2-6cf3406396fd	TCGA-49-6761-01A-02-BS2.4750f290-f2fa-4bcf-aae1-33743b35c92f.svs	227bd4cc9f46052c72f0fc3933089882	134013311	live
06668efe-ac0c-4620-8de1-eff8143c99b9	TCGA-66-2783-01A-01-BS1.eaa9d7a3-34c1-4850-997b-4e5f27fe36f7.svs	05a687aa40f049aa73418f04585dfc12	171659241	live
067d776c-bc16-47cc-9bd8-895b9ea73e11	TCGA-39-5011-01A-01-TS1.56d2633e-bcff-4e87-a7a1-626c0520c3ec.svs	29f967859b175508349c2b674ae76306	427252657	live
068a563b-a99b-47f2-8921-0d04fca91be8	TCGA-O2-A52N-01A-01-TSA.682D2C95-A1BB-4527-BD1E-098B23231011.svs	f9329b56aa48de3ed8155e5932cd892a	337138021	live
069e6802-6f8a-4b0c-8d10-b527dc3ba9c4	TCGA-66-2787-01A-01-BS1.8b35ca46-4a4b-4c92-8164-2993f0b4e109.svs	c815f7099857a8d143d58aa52e7514ab	33087715	live
06ae957d-2642-49ae-82e0-6ff82f968631	TCGA-56-7579-11A-01-TS1.e6d6414e-facb-4c69-909b-054388331734.svs	6ee26f328d4620d691d1abef7825c109	136080143	live
06ed56c1-d611-4743-9655-af68ffd4d949	TCGA-43-5670-11A-01-TS1.38c37d7f-1b19-4774-b325-7868a855b861.svs	a6dd562e67437b6dea05fc3876c00ff2	62437787	live
071b933d-2852-4a76-bfae-8d0f6fe9a211	TCGA-55-8204-01A-01-TS1.17e246ce-0151-4eef-a1e7-2dad233928d8.svs	020bc8274ea64ba3cc2b7d042c0bda0b	71040655	live
072a7aeb-2e64-459a-a640-77af7dd8b16e	TCGA-33-4589-01A-01-TS1.bd46be9b-9a42-43cc-95ac-66ff992fba88.svs	b7a646d32ce33cce0eb4b22f0ebb660f	117310559	live
074e9c9e-814d-4a82-a00c-84a9f5a8c944	TCGA-44-2668-11A-01-TS1.a439a52a-6c89-4724-bb61-2d1270b637d7.svs	380bc8e6adc23c29f79e7b3a755b7d6f	56185211	live
0754e064-56ba-4457-addb-1c29382f1024	TCGA-86-6851-01A-01-BS1.97632bcb-defa-4e56-bbf6-e23bef7cb685.svs	2a1964b7c0472d8151d5c0f5371ce56f	146204971	live
0757c5af-870c-49b8-ba5d-f3757ca17177	TCGA-91-8496-01A-01-BS1.af760190-ab2f-45d6-a632-ce7b34eff52c.svs	e5e2e9fff9d77155cf30e383ea4a177a	48308645	live
076c1011-1f1b-4252-8717-96d27a15d7b1	TCGA-22-0944-01A-01-BS1.c6a6fde2-222e-4da7-8baa-82ddc9e085a2.svs	5c8214990816902612290ea841690bcc	189596943	live
077c780f-a1ca-416d-8066-9cf27bb4b347	TCGA-39-5028-01A-01-TS1.d8c4a31b-d225-4dfb-9f85-1bb27ee8eaf6.svs	4fdff1b83da39a8eb8a83c154a8697e3	465127967	live
078dbed8-fb98-45de-a8df-ec23d9d83d97	TCGA-60-2698-01A-01-TS1.8ed044a7-1337-4910-a175-e46cf6719dd7.svs	10afc7329f96044d0d3a4c0a6ea1dd12	268760073	live
07b23d5e-90d8-4a9b-9ffd-f983cf184a1f	TCGA-05-4403-01A-01-TS1.4ea11b71-999c-4073-ab56-c6da0eb310f8.svs	e30f7f9ae2965460d847767bff8d4635	58156141	live
07bfc431-162d-4596-962b-d97b509bb1e7	TCGA-55-7910-11A-01-TS1.bcf0ef2a-e2ab-4451-9245-30b0207484c7.svs	d0d3f3d3aadd06eff0ce4a6c5852e682	67816861	live
07e164d0-d5d1-4a08-90cd-7dc9c92aad38	TCGA-18-3415-01A-01-BS1.e209bab5-6fc4-40c3-baba-679f40ef3339.svs	89db217de85bc223ed72c007543cbb15	47438471	live
07e5593b-07cb-4bec-9974-73cbcf4f53fc	TCGA-50-6595-11A-01-TS1.9aa7c8df-9306-4f4c-8f85-a70d4cbdbcbf.svs	4b10975717dd1e43254d92f62c1db895	296940903	live
080b5c08-f0d4-4414-8e0e-84ff54b90947	TCGA-22-4609-01A-01-BS1.57024670-5257-47d4-b230-a7b19742f226.svs	a914900f284e9d8a4ac507261fbedd48	130343499	live
080f38b0-f1a5-43b9-b2f8-d2a3c6cf6ade	TCGA-44-2662-01B-02-BS2.D6BB9158-7665-4C92-AA8D-98ECC9DCE550.svs	f8e08e83f981817a375f50235559ef0f	403345909	live
080f85ce-adc4-4312-afc2-80afa1e5ff7b	TCGA-44-3917-01B-01-BS1.CB6E28E3-D426-4A88-941A-63C65B869B15.svs	7dc9164895faef06eb4173a95a825427	293494387	live
0839a70f-2274-4fcd-b836-89ca6b959824	TCGA-63-7023-01A-01-TS1.cccb8282-147e-4148-b525-6e5dd656b496.svs	e613a53d6a753abf3fdafe9ace3a59b5	47024739	live
08528de6-c0f8-4840-9e50-606b88ff385a	TCGA-60-2714-01A-01-BS1.c92b1121-6825-4588-9f5e-a89f1e40cc50.svs	65e68ed4b75955f02139adc07ec465aa	102833949	live
085703e0-ea4a-4d0e-b73d-581fe649451b	TCGA-66-2753-01A-01-TS1.bcd556e9-43e4-40bf-a647-82ae8999fa80.svs	ee6587108acadf77b2682a8972587b83	82479759	live
0865194a-7712-4724-936a-67300da9d47e	TCGA-22-4595-11A-01-TS1.472306d2-f9d5-4f89-8f0a-7dbd32805775.svs	6e89f1eaf950cd433a1b476b6c3a99cd	92989785	live
0876ad76-3a50-4109-8bd2-fdd2b2fe92d8	TCGA-75-5147-01A-01-TS1.a9012624-dfdd-4067-9a7e-20ca9314b28f.svs	ccc9cacaaf9808f1cb0c2b053cd123ce	41782725	live
088afb89-2756-46f3-bf68-1a45d70894e3	TCGA-44-4112-01B-06-BS6.A229C77A-9386-47FE-BDED-15541C9A4D19.svs	556660428b9ff421007b01376a2ed205	310506783	live
08d4033e-faaa-4371-af00-365bef3f9b4e	TCGA-62-8399-01A-01-BS1.d2652911-ef30-405c-a37e-ca551cc851ea.svs	38e252a2e8e58d63476ab5e71945d168	158844885	live
08ddf910-47e5-4b57-8718-98a7e379aa34	TCGA-MP-A4TK-01A-01-TSA.4A2E44AF-7DDD-4F63-B8C9-156CDFFDD5FE.svs	8cbe91917beac3693b601784e3c47807	503297003	live
09476399-b4fe-497f-a562-0be02c7a7b6a	TCGA-44-3918-01A-01-BS1.6d4ead8e-d080-4c55-9ea2-519cfa30b94f.svs	94987606afed858921567fbb4a2a2e96	235731681	live
094e9057-4b63-49da-a323-0981ce42fba5	TCGA-86-7714-01A-01-BS1.96ae5077-ba6a-47e1-893d-63e0bcea734d.svs	f676c7d7d13775c0c257970a6925bbef	347021507	live
0986eeb3-4db1-446f-ac89-8287575adde0	TCGA-66-2758-11A-01-BS1.f3206d23-d1b6-4352-b574-cd8842ea7db4.svs	ab896a64e2ec8034a496aa3762ff01aa	98009449	live
098846c6-9851-4ef5-9acb-3a2f2d3355e4	TCGA-55-8511-01A-01-TS1.65c0724b-97bf-431c-864c-176194c94a3d.svs	4f14e60f700872d8e3aada06729cee50	106135109	live
098d3f3e-3649-4a7e-967f-4d631b88d0f6	TCGA-34-7107-01A-01-BS1.30eeffe2-33d4-4555-b0f1-c7ff3297d1b4.svs	d28939a307c54ebcdec244ef4dc24de4	149217457	live
099e36b9-2df8-4a95-94d8-4d5069dd7c55	TCGA-55-8091-01A-01-TS1.ab1bfa91-9b10-41cf-8ffb-65e3aaf650d0.svs	a8b04906b826ffc5ac702655310f6f66	103768527	live
09c991e1-eea7-4971-ba34-d9cc93cd0eb6	TCGA-49-AARR-01A-01-TSA.227C90DC-DA98-4445-ACF3-2556BA23704F.svs	fb11aff6dff46aea0ed72a254079a1e7	99122539	live
09d7a104-3307-4ea2-ac4a-c0654bf21960	TCGA-95-7043-01A-01-TS1.7cd5ffdf-7138-49e2-98b3-1cf58e3de980.svs	a1b899bb0a8020d765c31f7ea865f8e7	80085239	live
09fef094-26c5-4a2e-aaa7-3ee859a7184f	TCGA-37-4141-01A-01-BS1.1fe6a392-7b49-4055-b825-c39ac0153caa.svs	4602520b81d03c884cf9a5e7466e3d16	145745267	live
0a189903-aec3-425a-a4b7-fcb51abe78bd	TCGA-52-7810-01A-01-TS1.42a4fb5e-ca1f-4441-bea7-65bfd2eb2f19.svs	33dd4fe26955bc885c1b24f727b1ad1c	9988399	live
0a2f2008-2afa-4f2f-877f-42b2d08f933f	TCGA-05-4245-01A-01-BS1.41d3cf23-4e36-4e42-9e08-adfea139f37e.svs	0e0e1012c74f265650e2dae1e3060fba	85438631	live
0a31ca33-bff3-4cb3-9f99-65cbea24f815	TCGA-33-6738-11A-01-TS1.0b109799-1bf5-479d-a220-4d5299f1c0eb.svs	b6161be1ba8ee62f2b6c6a9076ecce6d	112895313	live
0a6da4cb-e359-4e21-92c4-22fc299ff6e0	TCGA-78-8655-01A-01-TS1.5a514f0a-6e90-4ddb-9623-d053c48906c4.svs	f3a253a9d26310b20d89b8b1b1d1d240	74472255	live
0a75188b-7a40-4f3e-9efe-7e352a6f977d	TCGA-55-6986-11A-01-TS1.60ad707f-6453-4765-acde-2dd13c14d172.svs	403ded9d7f0d34ed8990bfcb04ffdb88	69961839	live
0a7d5121-c3d1-488b-8ed2-02ce72b075af	TCGA-S2-AA1A-01A-01-TSA.3E0FD5CE-7E85-47A8-80A4-246B10343F4B.svs	e5fa933e97d044812409a4d143bea638	193669991	live
0ac15491-7981-4c44-bc36-15997ad9c567	TCGA-50-5932-01A-01-TS1.e89b93f1-255e-42ac-a0eb-7c3df060b669.svs	c5fbdf6b1d091fb4270636a2196bb4fb	247960951	live
0aef49b0-6a72-4c48-abb7-097ccde00fa5	TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs	6304f05937c6a64dc346894e1cccd086	71138367	live
0b0dc88b-e865-4b24-abdf-0b706fe31583	TCGA-44-7659-01A-01-BS1.644c216c-1d56-448c-9cb2-afade812e5c1.svs	49e47f711693b36e7de10fe5d415d334	676192865	live
0b368773-1908-4785-b39e-d04b97a8faab	TCGA-33-6738-01A-01-TS1.7e519a67-18bc-4166-bb5d-43cc34af150a.svs	80e9787c45d0a9b5fe0a29ef8203984b	139846731	live
0b47d1c0-22b1-458f-bf22-da1c23700948	TCGA-85-7699-01A-01-TS1.ad1db001-2f9e-4831-a219-f0d5b431206f.svs	356ef434f4e3061d9174a5735375a172	588697121	live
0b5a78e2-5fed-46f3-9e05-41eb2f8b469f	TCGA-18-3414-01A-01-BS1.160234d0-fa16-438f-96fa-c608d6c1d793.svs	8d58d469440487d2c36cf99e98d6f8c9	17216743	live
0b5e4dc1-f96d-412c-861d-0bc473a0dea4	TCGA-50-7109-11A-01-TS1.053905a5-d74c-4a61-95b0-ec6af8587038.svs	ea5af97f2fbe28435bee639aaacaf899	53163299	live
0ba52f13-0139-4fc1-acc0-4a36d491638f	TCGA-50-5044-01A-01-BS1.f9008630-fcf4-45e8-82e9-71f138350114.svs	979558809a108040aeba377ff59709a5	285701103	live
0bac31e4-51dd-4ad4-81b5-21102425de70	TCGA-78-8662-01A-01-TS1.50bbe95d-2c68-4b7e-97fa-1a76b9b10689.svs	92e61db25913df75a8ce605dbabd8cae	84560073	live
0bbf5064-a12a-46bd-9686-a4bdae62def7	TCGA-56-A4BW-01A-01-TS1.CF388F43-5201-4D9C-87A9-330ECF7581FE.svs	cdb75e07e44d1a5994eb354d41dc9f76	95523736	live
0bcadf49-6569-4d02-a259-ec645b2add5a	TCGA-22-4607-01A-01-BS1.6cd55f3a-3f76-47ca-963a-0ab274eee516.svs	e0f06aa1d64887fc92cd99f72a4f8904	181083467	live
0be8cac3-65f2-4f61-9bff-4a666084d162	TCGA-78-7149-01A-01-BS1.837bfa58-ec4d-445e-a7a0-b5f2984c4788.svs	3b1228ed0f44b60aa82e632102a7e515	83943403	live
0c0821b0-ad02-467b-98fb-e130bf363c86	TCGA-05-5420-11A-01-TS1.062c76b9-163d-4a4a-963d-ca2d56bddaa7.svs	b8169e7031f2c374afb962d4f8b9c654	89026895	live
0c1232af-fd7f-49bf-891f-4b533e56a640	TCGA-39-5031-01A-01-TS1.82cd48e6-3c13-4565-bea9-403756cf963b.svs	f8c3c87fd799e57028feb0ebfb4211bc	358310365	live
0c425e02-1e99-4c1e-a172-6d2ccf175573	TCGA-66-2734-01A-01-BS1.1ea6390c-bcc7-4edc-89be-bbdcc0930bfc.svs	fee6a698adba2ede9d6398e1ae75d7a9	120284217	live
0c45ee17-bb36-4a29-b517-871c37407916	TCGA-22-5485-11A-01-TS1.2fe956bc-42b8-48c3-8a9d-2fefa9a42417.svs	1b58afa61e9763bdb77d3f4fcb31216c	79570423	live
0c56c7a4-d22b-45bf-81e9-8b3c62d77698	TCGA-60-2703-11A-01-TS1.e5588955-02b6-4662-9261-be2cdc7138b0.svs	b57a419c9c3053ed332d38d14e9cfa6c	61962649	live
0c6592bb-9551-4c67-9fb2-9528c45917da	TCGA-68-7757-01B-01-TS1.1a07d1fb-7ef1-4989-827f-01932ca1fb1a.svs	7a6051900bfc96cf9913a6d1ea6f04c4	99248007	live
0c65b12b-284e-4d0c-834f-0ed59813b3bd	TCGA-85-7697-01A-01-BS1.e744ec67-deb0-46df-ad0e-39d488bc8b2b.svs	3c1a5cf8668c6f308ee0de661ac3d6d7	157142427	live
0c9085be-e844-4130-ab71-5ae3257d665e	TCGA-49-4507-01A-01-TS1.4b4b4465-0b06-4f42-a4e3-e36fc777f643.svs	17321fb7d5587e39bf0855cde7f1c8c9	74373963	live
0caa0a6d-2ea3-43f8-aa17-9bc431d413ea	TCGA-67-3773-01A-01-TS1.dc8ffdb9-6b85-41f4-817e-36bfc559e3b0.svs	e8845682dd0040904fcedbe81a28ddcc	118726073	live
0cacc969-db88-450e-8046-cb24db6d6b34	TCGA-85-8479-01A-01-TS1.81b452cf-4115-4c9f-9361-f4413d9465be.svs	2c9c0bb52a1d3e07299f80241e98be5a	304431737	live
0cae5a10-2b6c-4b47-8c9c-21912cbdf644	TCGA-94-7033-01A-01-BS1.652eedf3-15fe-40e3-b5d4-b2e89aee9594.svs	d7cb95dce1878d914bc2b3bb5f145407	62851267	live
0cc02fe8-6d27-453f-b82d-3f2aae82e6cf	TCGA-44-6776-01A-01-BS1.7b26c23b-edbf-4de8-8add-37544a4e74ed.svs	e34aa4fb4d76005df5ae46fa13e9beb7	150895303	live
0ce83e0d-e362-49d9-a79a-8a94ec177692	TCGA-38-4626-11A-01-TS1.ec7af6b6-9a36-4f33-b2b2-1fcb7092ae5a.svs	2f578fabbeda799b53f474358ea29cf7	39225993	live
0ced5a6f-8b37-483e-afa9-d6c0b1630d93	TCGA-38-4630-11A-01-TS1.00ed18d6-acf8-4950-bb49-6a8dc011ef6e.svs	48e75e783a9b679ea17efd5db7fc2dfb	50234653	live
0d0ef874-bae8-4ec3-99ea-36f6a5eb57f9	TCGA-44-2656-11A-03-TS3.E842A27F-1AE8-4E06-89C9-13105DBE5DC9.svs	5eaf11f1073f0792f27f456638414842	78961268	live
0d3e2a87-c793-4f53-9d7e-2ce8020ae052	TCGA-34-2609-11A-01-BS1.5cb518a0-951d-4b27-9966-3e530fe21b3c.svs	db40a32ce134edd43323535468d66214	203681643	live
0d46d778-1c19-45c1-879e-560f1abc1749	TCGA-60-2710-11A-01-BS1.570f0c48-7d79-4fe3-9273-b272337e40fe.svs	ae1d8beb3629408bd57c52fc36f0713b	221974303	live
0d47f4a4-4456-4953-a7de-e6e5395bf060	TCGA-43-7656-01A-01-BS1.e727d82a-2d93-42da-8732-baaa2adbec4f.svs	1c5ff51729ef9647b9266ea65a59ce0e	357351403	live
0d6c2a4f-c7e9-4096-a811-eed0dd241234	TCGA-44-5643-01A-01-BS1.13ee8806-e27c-48a4-8d93-9a6a42668cd8.svs	2d0f0f4ac443c79c58bb2d21950de0d7	162054659	live
0d860af8-4205-4d4c-82ad-46e1aa086cf8	TCGA-77-8148-01A-01-TS1.84ca2884-3397-4362-94a2-fc3bd012094d.svs	c66d7572b52292da273b15f64cfac831	75316217	live
0d959d33-9705-4abb-85b0-53c12892838b	TCGA-77-6845-01A-01-BS1.19f8e731-6b9d-4336-897c-bdc5f1083612.svs	1081118830ebb94af0fcc02db15a6d8c	109877293	live
0da96464-4e28-4bd5-82e0-e85c30d8aeea	TCGA-22-5491-01A-01-TS1.46659c64-9b3b-4fbb-a6a1-0a894c4730c9.svs	0947498ed1ae20486102e6e0118e22c1	114444641	live
0e086594-26ea-4e2f-bc15-28e665155371	TCGA-44-7671-01A-01-BS1.914604a2-de9c-404d-9fa5-23fbd0b76da3.svs	f10ad5fe67245b8256777f48acac55f9	23583543	live
0e1392fa-bb69-44d0-84c3-e000aaa40a3a	TCGA-44-4112-11A-02-TSB.273D61E4-3585-4EF2-96E3-C854E2D231C1.svs	683b073b0bc79c092aa60a0a238b1d65	28095606	live
0e3fa56f-1553-4e58-a5f6-4d9dd98ad7ba	TCGA-46-3767-01A-01-BS1.dae112ca-4c8b-4338-8656-b3767f92cde2.svs	c1df43f2e0799a2dc25574582a97c088	92706319	live
0e697523-4396-45c1-92b5-f81ed80fdfdc	TCGA-34-2604-01A-01-BS1.ad0f671c-5a60-48ab-a073-92183331e6db.svs	6ac0c40aa984c554b9b89453c293902f	193508041	live
